Title,View,Like,Dislike,Category
NEW ROOM REVEAL + VANILLA PUMPKIN CHAI LATTE CUPCAKE BAKING // Fashion Mumblr,"68,001 views",2.7K,77,Beauty
DECORATING OUR CHRISTMAS TREE 🎄 🎄 // Fashion Mumblr Vlogs,"58,657 views",2.5K,61,Beauty
COSY AUTUMN 🍂 FALL EVENING ROUTINE + 🎃 PUMPKIN RISOTTO RECIPE 🎃 // Fashion Mumblr,"40,558 views",2.6K,66,Beauty
"FIRESIDE CHAT WITH CHARLIE 🔥 Moving House Tips, Looking Back on 6 Months at the NEW HOUSE // Q&A 🔥","51,446 views",2.2K,77,Beauty
🍂 AUTUMN // FALL HOME DECOR 🍂 & CLEAN WITH ME 🎃// Fashion Mumblr Vlogs,"68,185 views",2.4K,74,Beauty
COME SHOPPING WITH ME IN ZARA + Countryside Photo Shoot // Fashion Mumblr Vlogs,"63,153 views",2.4K,96,Beauty
PUMPKIN PICKING & FINDING THE PERFECT WINTER COAT! // Fashion Mumblr Vlogs,"46,935 views",1.9K,65,Beauty
WHAT I'VE BEEN BUYING LATELY + PAMPER DAY // Fashion Mumblr Vlogs,"57,129 views",2K,101,Beauty
Episode 4: ‘The Theatre’ | Ouverture Of Something That Never Ended,99 waiting,199,2,Beauty
Episode 3: ‘At The Post Office’ | Featuring Harry Styles | Ouverture Of Something That Never Ended,"216,674 views",57K,164,Beauty
The Pedestrian | Bianca Saunders | GucciFest Emerging Designer Fashion Film,"10,698 views",1.4K,21,Beauty
Trailer Episode 3 | ‘At The Post Office’ | Ouverture Of Something That Never Ended,"38,041 views",6K,7,Beauty
Episode 2: ‘At The Café’ | Featuring Arlo Parks | Ouverture Of Something That Never Ended,"422,463 views",7.6K,140,Beauty
Emerald | Rui | GucciFest Emerging Designer Fashion Film,"5,614 views",599,11,Beauty
Til Death Do Us Ride | Gui Rosa | GucciFest Emerging Designer Fashion Film,"5,960 views",564,5,Beauty
Collina Land | Collina Strada | GucciFest Emerging Designer Fashion Film,"28,508 views",900,46,Beauty
Trailer Episode 1 | At Home | Ouverture Of Something That Never Ended,"18,923 views",1.6K,12,Beauty
"A$AP Rocky, Iggy Pop and Tyler, The Creator in the New Gucci Tailoring Campaign","9,060,229 views",51K,667,Beauty
Gucci Changemakers 2021,"15,294 views",720,31,Beauty
"The New Gucci Bloom Campaign with Anjelica Huston, Florence Welch, Jodie Turner-Smith and Susie Cave","74,761 views",2.7K,72,Beauty
Gucci The Ritual: The Fall Winter 2020 Campaign,"4,841,543 views",4.7K,151,Beauty
"A 360 Tour of Gucci’s New Exhibit ‘No Space, Just A Place. Eterotopia’","296,130 views",323,10,Beauty
FALL ESSENTIAL OUTFITS HAUL ft. PLT | basic pieces for fall!,"88,497 views",4K,32,Beauty
NYC FAVES | MY GO TO SPOTS FOR PHOTOS,"29,018 views",1.8K,7,Beauty
STYLING: LEATHER PANTS 🖤 | 11 casual outfits with faux leather pants,"74,501 views",3K,29,Beauty
"PRINCESS POLLY FALL TRY ON HAUL 🌺 | cute fall tops, denim jacket, plaid pants & more!","61,215 views",2.4K,32,Beauty
SUMMER TO FALL TRANSITIONAL OUTFIT IDEAS 🍃| casual outfits and pieces ft. FlipFit,"132,886 views",6.3K,37,Beauty
MY SHOE COLLECTION | most worn shoes,"114,149 views",3.5K,41,Beauty
WHAT I'VE BEEN WEARING RECENTLY 🍒 | casual outfits ideas,"98,095 views",3.9K,37,Beauty
CELEBRITY/MODEL INSPIRED OUTFITS ✨ | casual summer outfit ideas,"133,608 views",6.4K,36,Beauty
"COME THRIFT WITH ME! 🌸 scarf tops, graphic tees, & floral skirts","55,790 views",2.4K,21,Beauty
SUMMER OUTFITS OF THE WEEK 🍓 | comfy & casual looks,"111,095 views",5.4K,34,Beauty
SUMMER 2020 CASUAL FASHION TRENDS 🍉 | chitchat style with me,"106,481 views",4.2K,35,Beauty
ONLINE SHOP WITH ME! supporting black owned businesses,"17,661 views",1.2K,24,Beauty
"SUMMER TRY ON HAUL 🍋 cute tops, midi dresses & more! | aritzia, urban outfitters, yesstyle","147,232 views",5.3K,53,Beauty
STYLING: HIGH WAISTED DENIM SHORTS | denim shorts outfit ideas,"108,618 views",4.6K,21,Beauty
"WEEKLY VLOG | self tanning routine, virtual graduation, life update, enjoying the little things","50,943 views",1.4K,11,Beauty
8 Shoes That Are Trashy NOT Classy,"28,053 views",1.4K,76,Beauty
10 Fall/ Winter Fashion Trend Essentials 2020,"33,020 views",1.6K,58,Beauty
Why I've Been Absent - It's ALL Here - Oct Vlog,"13,854 views",854,59,Beauty
Random UnStylish Vlog,"10,659 views",683,14,Beauty
2 New HERMÈS Bags,"27,076 views",948,40,Beauty
"10 Designer ""IT BAGS"" We Don't See Anymore - PART 2","28,836 views",1K,23,Beauty
May Favorites + New Obsessions You Need To Know About!,"14,136 views",562,18,Beauty
Best Luxury Bags To Buy Pre Owned,"25,568 views",892,16,Beauty
MOST FLATTERING JEANS LOOKBOOK - For Small Waist To Hip Ratio (hourglass),"11,282 views",468,22,Beauty
"10 ""It"" Bags We Never See Anymore - part 1","68,983 views",1.8K,110,Beauty
Recreating My First Video - Violet Does My Makeup,"3,514 views",234,8,Beauty
My Least Used Designer Bags + Why,"31,888 views",1.1K,55,Beauty
The Sexiest Luxury Perfumes,"27,602 views",1.2K,46,Beauty
The Luxury Haul I Never Showed You - TRY ON,"22,567 views",951,36,Beauty
WHAT YOUR PERFUME SAYS ABOUT YOU *for my subs only* bonus vid,"8,668 views",769,17,Beauty
8 Times We All Could Afford Designer Luxury,"16,449 views",758,14,Beauty
You Don't Know This About My Past - Storytime,"22,123 views",1.1K,29,Beauty
10 Spring Trends Coming In Hot 2020,"25,330 views",1.2K,30,Beauty
9 OVERHYPED Fashion Items 2020,"28,883 views",1K,64,Beauty
How I Style My ZARA Clothes With Designer Pieces,"14,604 views",848,30,Beauty
FASHION CRITIC REVIEWS CELEBRITY HALLOWEEN COSTUMES 2020,"248,526 views",10K,137,Beauty
Fashion Critic Reacts to Jamie Chua's Closet (Her Bag Collection is Worth MILLIONS),"269,990 views",8.7K,188,Beauty
Fashion Critic Reacts to Valentino Haute Couture Fall 2020 (Pierpaolo goes minimalistic),"85,335 views",4.4K,61,Beauty
Elizabeth Taylor's MAJOR Dior Scandal (History of Dior: Marc Bohan),"116,226 views",4.9K,64,Beauty
"HAUTE COUTURE FALL 2020 ROAST (dior is still a mess, chanel does ""rock coco"", IVH is amazing)","198,616 views",7.7K,208,Beauty
more sustainable & ethical fashion brands you should know | inspiroue,"1,215 views",135,0,Beauty
"styling fall essentials: trench coats (neutrals, thrifted, conscious)","5,140 views",397,2,Beauty
should you buy TALA? | sustainability & ethics deep dive,"3,347 views",296,2,Beauty
"fall outfits I've been wearing lately (thrifted, conscious, easy/effortless)","18,237 views",986,6,Beauty
sustainability buzzwords & greenwashing tactics brands use | what they really mean,"3,231 views",362,0,Beauty
"fall thrift haul (chunky knits, trousers, and blouses)","6,308 views",507,4,Beauty
exposing the fashion industry: what true transparency & sustainability looks like,"3,686 views",374,2,Beauty
curated ear piercings update and Q&A | inspiroue,"9,849 views",390,3,Beauty
fall wardrobe essentials: thrift or buy? (and some sustainable options),"38,292 views",2K,11,Beauty
casual early fall outfits | sustainable & ethical,"6,025 views",312,5,Beauty
DIY MODERN BLACK KITCHEN | stone contact paper & painting cabinets,"15,516 views",585,13,Beauty
how to sustainably build your wardrobe | inspiroue,"10,617 views",740,5,Beauty
"styling all my thrifted summer pieces | neutral outfits, linens, silks","4,010 views",287,2,Beauty
dear fashion influencers...,"3,617 views",393,7,Beauty
"week in outfits | sustainable, ethical, thrifted, heat wave","2,735 views",172,0,Beauty
you don't need fast fashion (we need to quit overconsumption),"3,252 views",304,3,Beauty
"week in outfits | ethical, thrifted, and conscious","2,891 views",216,2,Beauty
"BRANDS I NO LONGER SUPPORT | pangaia, reformation, aritzia, everlane","44,273 views",2.2K,128,Beauty
BLM & anti-racism resources,"1,049 views",79,15,Beauty
a pre-quarantine try-on thrift haul | inspiroue,"4,066 views",258,1,Beauty
COOL FOOD HACKS AND FUNNY TRICKS || 27 FOODS YOU CAN WAFFLE IRON!,"554,753 views",10K,1.2K,Beauty
"HALLOWEEN PRANKS AND DIYs || Spooky Makeup And Costumes Ideas, Crazy Halloween Room Decor","1,703,703 views",24K,2.1K,Beauty
27 PLANT AND GARDEN HACKS || Easy Ways To Grow Seeds And DIY Backyard Upgrades,"1,336,834 views",17K,1.6K,Beauty
WEIRD BEAUTY AND HAIR GADGETS TESTED || 32 Beauty Tricks And Makeup Hacks For Girls,"1,881,464 views",23K,2K,Beauty
29 Fantastic Plant Hacks And DIY Gardening Ideas || GARDEN GADGETS AND TOOLS,"4,162,545 views",49K,6.4K,Beauty
How Well Does Rafa Nadal Know Rafa Nadal?,"38,255 views",1.5K,15,Beauty
CHAMPIONS CHAT | Bjorn Borg and Roger Federer,"59,501 views",1.4K,15,Beauty
ATP & Nitto Denko Corporation Extend Partnership Until 2025,"5,117 views",132,5,Beauty
At Home With Miomir Kecmanovic,"8,461 views",316,4,Beauty
"10 Weird, Wacky & Insanely Good Tennis Shots | ATP","113,422 views",1.6K,43,Beauty
Tennis United | Episode 18,"7,951 views",225,6,Beauty
Tennis United | Episode 17,"16,205 views",341,5,Beauty
In Conversation: Dirk Nowitzki & Alexander Zverev,"11,367 views",283,9,Beauty
Tennis United | Russian Takeover,"22,421 views",565,6,Beauty
100+ Years of Halloween Costumes: A History 🎃,"142,858 views",14K,68,Beauty
My Vintage Victorian Wardrobe + Q&A,"133,292 views",11K,87,Beauty
Rating Disney Princess Dresses on Historical Accuracy (Part One),"796,521 views",55K,1.1K,Beauty
"American Girl unpacks the ""French Girl"" Style","264,952 views",19K,256,Beauty
HOW TO AMAZE and SCARE YOUR FRIENDS?||CREEPY HORROR MOVIE MAKEUP FOR YOUR SFX LOOK.,"156,307 views",3K,281,Beauty
25 INGENIOUS GARDEN AND HOME HACKS AND CRAFTS || DIY Eco-friendly Home And Backyard Pool,"109,246 views",1.5K,151,Beauty
BAG RESTORATION || 28 DIY Ways To Fix Your Old Clothes And Bags || Bra Hacks And Jewelry Ideas,"242,699 views",3.1K,255,Beauty
31 COOL RECIPES FOR REAL FOODIES,"128,702 views",2.5K,183,Beauty
28 USEFUL CLOTHING HACKS YOU WILL BE GRATEFUL FOR,"58,067 views",1.3K,105,Beauty
28 INCREDIBLE HALLOWEEN IDEAS,"90,218 views",1.9K,97,Beauty
30 Crazy Hacks To Solve Your Everyday Problems,"66,113 views",1.4K,141,Beauty
31 Superb Clothing Hacks Everyone Needs to Try,"108,785 views",2.1K,138,Beauty
PARTY MAKEUP IDEAS || Tips And Tricks To Help You Look Gorgeous,"71,764 views",1.7K,133,Beauty
How to Stay Beautiful At Home || Trending Beauty Hacks,"127,029 views",2.3K,225,Beauty
27 MAKEUP LIFE HACKS EVERY GIRL NEEDS TO KNOW,"63,798 views",1.6K,105,Beauty
How To Look Chic In 10 Minutes! Easy & Natural Everyday Makeup | Easy Bun & Makeup | Emily DiDonato,"154,033 views",4.4K,43,Beauty
Easy 7 Ingredient Healthy Banana Bread + Q&A Catch Up,"39,831 views",1.8K,11,Beauty
Model Morning Routine in The Hamptons in 2020 | Chill & Realistic Morning Routine | Emily DiDonato,"91,183 views",3.6K,61,Beauty
WE GOT A PUPPY! Our First Week Together! Meet My Toy Goldendoodle Izzy! | Emily DiDonato,"72,861 views",2.5K,57,Beauty
Behind The Scenes of My Sports Illustrated Swimsuit Edition Photoshoot | Emily DiDonato,"58,539 views",2.1K,17,Beauty
I Tried Only Cerave Products For One Week | Full Cerave Skincare Review | Emily DiDonato,"227,832 views",3.8K,112,Beauty
How I Take + Edit My Instagram Photos | Instagram Tips + Tricks | Emily DiDonato,"74,035 views",3.5K,33,Beauty
Ultimate Closet Clean-Out | How To Organize Your Closet Like A Pro | Emily DiDonato #athome #withme,"90,405 views",2.7K,59,Beauty
I Tried Kylie Jenner's Skincare Routine For A Week And This Is What Happened ... | Emily DiDonato,"98,073 views",2.9K,41,Beauty
Easy Soft Glam Makeup Tutorial | Natural Soft Glam Makeup | Emily DiDonato,"97,782 views",3.1K,30,Beauty
10 Things To Do At Home Right Now | What To Do At Home | #Withme | Emily DiDonato,"79,568 views",2.8K,36,Beauty
How To Look Good And Feel Confident On A Video Call | Model Tips | Emily Didonato #stayhome #withme,"180,629 views",6.6K,79,Beauty
A Socially Distanced GLOW UP #withme | An Update From NYC | VERY chatty GRWM | Emily DiDonato,"113,508 views",3.6K,67,Beauty
Honest Model Sunday Morning Routine | Emily DiDonato,"102,977 views",4.1K,48,Beauty
EXTREME vacation VLOG to New Zealand | Emily DiDonato,"37,805 views",1.5K,17,Beauty
"26 Model Beauty Secrets Tips, Tricks and Hacks! | Emily Didonato","186,734 views",8K,101,Beauty
"""Cool Girl"" Beach Waves Hair Tutorial With A Flat Iron | Natural Waves | Emily DiDonato","358,552 views",14K,146,Beauty
20 CHIC FALL & WINTER OUTFITS - Fall Fashion Lookbook 2020 (AD),"6,884 views",845,16,Beauty
Classic Color Combinations That Always Look Chic - How To Wear Green,"71,896 views",4.6K,70,Beauty
7 WAYS TO WEAR A SCARF & HOW TO PICK A SCARF (AD),"80,885 views",4K,63,Beauty
"Make Your OLD Clothes Feel NEW Again Using Pinterest | Victoria Beckham, Audrey Hepburn & More","89,924 views",4.3K,106,Beauty
Style Secrets EVERYONE Should Know - How To Personalize Your Style,"77,255 views",4.2K,44,Beauty
Shoes Change Your Entire Outfit - Trying 3 Outfits With Different Shoes,"85,314 views",4.7K,119,Beauty
I LET 4 BODY TYPE EXPERTS DRESS ME *life changing*,"184,718 views",7.4K,248,Beauty
How To Buy Boots That Will Last Forever - Boot Guide,"122,686 views",4.6K,73,Beauty
Wardrobe Declutter & What I'm Getting Rid Of,"114,703 views",4.5K,125,Beauty
7 Skincare Rules For Healthy Skin & My Simple Routine,"88,467 views",3.6K,49,Beauty
How Many Items Should I Have In My Capsule? How To Manage Closet Duplicates,"80,785 views",3.7K,65,Beauty
Classic Color Combinations That Always Look Chic - Part 2,"144,512 views",7.5K,80,Beauty
How To Style Birkenstocks 21 Ways,"70,096 views",2.5K,126,Beauty
What If Your Style Doesn't Match Where You Live? My Tips,"83,809 views",4K,58,Beauty
Recreating Instagram Outfits To Make OLD Clothes Feel NEW,"52,058 views",2.8K,42,Beauty
7 Style Hacks To Always Look Chic and Put Together In Summer,"79,071 views",4.3K,87,Beauty
Styling Clothes I Never Wear But Won't Get Rid Of,"80,538 views",3.7K,72,Beauty
"How To Pick The Best Glasses For You (Shape, Color, Fit & More)","40,715 views",2K,26,Beauty
How To Create A Wardrobe Wish List For Slow Fashion,"119,425 views",4.7K,52,Beauty
"SUMMER WARDROBE PLAN: Quarantine Outfits, Personal Style Chat & More","88,601 views",4.2K,111,Beauty
Summer Outfits That Are Always Chic,"95,578 views",4.3K,134,Beauty
How To Use Pinterest To Plan Outfits *Easy Tips*,"73,012 views",3.1K,68,Beauty
Dance Cover: Tanhaai Feat. Tulsi Kumar & Rahul Shetty | Sachet- Parampara,"353,871 views",21K,1.9K,Beauty
"Meri Tum Ho Lyrical Abhishek, Aditya, Rajkummar, Sanya, Fatima|Pritam, Jubin, Ash K, Sandeep, Shloke","661,576 views",25K,1.5K,Beauty
"Bewafa Tera Masoom Chehra TEASER Feat. Karan Mehra, Ihana Dhillon | Jubin Nautiyal | Release 16 Nov","538,542 views",25K,1.2K,Beauty
"It's My Life Song | Harman Baweja, Genelia D'Souza, Nana Patekar | Mika Singh, Shankar-Ehsaan- Loy","386,141 views",8.7K,2.9K,Beauty
"Chhalaang: Le Chhalaang (LYRICAL) Rajkummar R, Nushrratt B | Daler Mehndi, Hitesh Sonik, Luv Ranjan","202,920 views",8.2K,578,Beauty
"Tulsi Kumar: Tanhaai LYRICAL | Sachet-Parampara, Zain I, Bhushan Kumar | Hindi Romantic Song 2020","816,587 views",35K,2.2K,Beauty
Sayonee - Title Track (AUDIO) Tanmay Ssingh | Musskan Sethi | Arijit Singh | Jyoti Nooran,"474,381 views",13K,1.3K,Beauty
"Chhalaang:Deedar De | Rajkummar R, Nushrratt B | Vishal & Shekhar, Panchhi Jalonvi, Asees K, Dev N","15,157,249 views",191K,18K,Beauty
Om Jai Jagdish Hare TEASER | Gulshan Kumar | Feat. Divya Khosla Kumar | Bhushan Kumar | 12 Nov,"198,795 views",9.4K,612,Beauty
"Chhalaang: Teri Choriyaan (AUDIO) Rajkummar R, Nushrratt B | Guru Randhawa, VEE, Payal Dev","549,110 views",16K,821,Beauty
"Dil Chahte Ho (AUDIO) Jubin Nautiyal, Mandy Takhar | Payal Dev, AM Turaz |Navjit B | Bhushan Kumar","1,061,917 views",26K,1.2K,Beauty
"LUDO Meri Tum Ho-Abhishek, Aditya, Rajkummar, Sanya, Fatima | Pritam, Jubin, Ash K, Sandeep, Shloke","7,185,060 views",61K,3.6K,Beauty
"'Ek Do Teen Chaar' Full Song (Lyrical) | Sunny Leone | Neha Kakkar, Tony Kakkar | Ek Paheli Leela","467,692 views",19K,2.2K,Beauty
"Dance Cover: Teri Aankhon Mein Feat. Divya Khosla Kumar, Pearl V Puri | Darshan R, Neha K","3,026,252 views",172K,5.5K,Beauty
"B Praak: Dil Tod Ke AUDIO SONG | Rochak Kohli , Manoj M |Abhishek S, Kaashish V | Bhushan Kumar","223,111 views",5.5K,527,Beauty
"Special 26 | Video Jukebox | Akshay Kumar, Manoj Bajpayee | T-Series","170,944 views",4.7K,566,Beauty
"LUDO: Aabaad Barbaad (Audio) Abhishek B, Aditya K, Rajkummar R, Sanya M, Fatima S | Arijit, Pritam","703,240 views",21K,1.1K,Beauty
15 BEST Christmas Gifts for HER *Holiday Gift Guide 2020*,"90,101 views",4.7K,109,Beauty
10 Best Christmas Gifts UNDER $50! *must-see*,"87,805 views",4.7K,101,Beauty
Answering Your ASSUMPTIONS About Me! ...yikes,"90,289 views",6.8K,129,Beauty
10 Secrets To INSTANTLY Look BEAUTIFUL! *real tricks*,"63,313 views",3.8K,212,Beauty
What’s NEW In My Closet! *Try-On Haul*,"77,032 views",3.9K,114,Beauty
12 Things I’m Currently OBSESSED With… *totally random*,"112,735 views",6.2K,90,Beauty
"HUGE TARGET SHOPPING HAUL *clothing, home decor, etc.*","89,599 views",4.2K,143,Beauty
Best AMAZON PRIME DAY Deals 2020! *shop now*,"99,703 views",3.6K,127,Beauty
10 “Healthy” Things You’re Doing WRONG Everyday! *how to fix*,"76,123 views",5K,252,Beauty
7 FALL SHOES EVERY GIRL SHOULD OWN! *fall shoe haul*,"119,335 views",5.3K,514,Beauty
15 BEST Amazon Jeans & Bottoms: THE ULTIMATE GUIDE!,"89,817 views",4.4K,101,Beauty
10 Items To NEVER Buy “Luxury”…BUY IT CHEAP!,"126,188 views",7.3K,186,Beauty
10 LIFE-CHANGING Products You NEED in 2020!,"158,206 views",8.5K,218,Beauty
8 Ways to TRANSFORM Your Clothes That ACTUALLY Work!,"111,168 views",7.5K,365,Beauty
10 Fall FASHION TRENDS Worth Trying in 2020!,"209,335 views",7.5K,451,Beauty
Buying Clothes I HATE… and Styling Them BETTER!,"79,512 views",4.5K,346,Beauty
25 BEST Amazon Sweaters & Tops: THE ULTIMATE GUIDE!,"172,959 views",7.8K,250,Beauty
10 *TIDY HOME* Habits That Will CHANGE YOUR LIFE!,"94,764 views",6.6K,91,Beauty
I Can’t Believe We Might Buy THIS?! *NOT clickbait*,"77,721 views",4.2K,250,Beauty
10 Beauty Mistakes Women KEEP MAKING! *please stop*,"123,338 views",6.5K,526,Beauty
EXTREME CLOSET CLEANOUT - 8 Steps to DECLUTTER Your Closet!,"111,034 views",5.4K,137,Beauty
10 Fashion Trends Everyone LOVES...but I HATE!,"189,506 views",11K,524,Beauty
MASSIVE *IN-STOCK* HAUL - Nordstrom Anniversary Sale 2020! (Public Sale is LIVE),"94,310 views",3.5K,156,Beauty
10 Ways To INSTANTLY Go From SHABBY to CHIC! (before & after),"371,847 views",12K,421,Beauty
Tiem Vang Thanh Thuy 11-16-2020 |#WeLiveCali#TiemVangThanhThuy,"1,844 views",22,1,Beauty
Tiem Vang Gem Stones Factory 11-13-2020 |#WeLiveCali#GemStonesFactory#BichTramShow,536 views,15,0,Beauty
Trang Fashion & Jewelry 11-11-2020 |#WeLiveCali#TrangFashion#BichTramShow,"3,066 views",52,3,Beauty
Lash Pilot - Santa Monica Eyelash Extension,239 views,8,1,Beauty
Tiem Vang Gem Stones Factory 10-30-2020 |#WeLiveCali#GemStonesFactory#BichTramShow,907 views,14,0,Beauty
Tiem Vang Thanh Thuy 10-29-2020 |#WeLiveCali#TiemVangThanhThuy [Show Cuoi Thang Tri An Khach Hang],"2,402 views",37,3,Beauty
Tiem Vang Thanh Thuy 10-26-2020 |#WeLiveCali#TiemVangThanhThuy,"2,486 views",27,4,Beauty
Tiem Vang Gem Stones Factory 10-23-2020 |#WeLiveCali#GemStonesFactory#BichTramShow,662 views,13,1,Beauty
Trang Fashion & Jewelry 10-20-2020 |#WeLiveCali#TrangFashion#BichTramShow,"2,713 views",34,2,Beauty
Tiem Vang Thanh Thuy 10-19-2020 |#WeLiveCali#TiemVangThanhThuy,"2,732 views",27,3,Beauty
